Watchlist '6month '

6month 
Symbol,Last,Net Chng,Bid,Ask,Sector,Dollar_Volume
SMTC,84.96,-2.33,84.00,90.00,Information Technology,1.1393466806E8
DOCN,68.18,-.68,66.75,68.10,Information Technology,1.1362183725E8
SITM,396.57,-14.15,375.00,410.00,Information Technology,1.0823917243E8
CAMT,153.19,-4.35,149.71,159.71,Information Technology,1.0801606513E8
VICR,152.84,-2.77,137.00,139.00,Industrials,1.0441198254E8
CELC,106.78,+1.07,105.00,109.00,Health Care,1.0142669824E8
IDCC,348.34,-13.27,346.00,370.00,Information Technology,1.0140473219E8
IESC,506.94,+16.45,480.00,520.00,Industrials,1.009877518E8
VIAV,26.33,0,26.00,26.48,Information Technology,9.751122275E7
TROX,6.95,-.80,6.66,6.86,Materials,9.635305311E7
ALMS,29.205,+1.695,29.30,29.75,Health Care,8.873742793E7
VSCO,61.33,-1.00,61.42,62.60,Consumer Discretionary,8.623922813E7
IPGP,130.03,-8.25,126.00,134.00,Information Technology,8.543710428E7
MYRG,271.01,+10.11,210.00,426.36,Industrials,8.440602471E7
VNET,12.445,-.015,12.40,12.43,Information Technology,8.14474834E7
FORM,92.28,-2.40,90.00,95.63,Information Technology,8.04862695E7
AXTI,23.81,+.27,22.43,22.60,Information Technology,7.991423985E7
TWST,52.49,-2.43,50.35,51.00,Health Care,7.261686354E7
LASR,55.68,+1.33,55.50,56.59,Information Technology,7.152472907E7
SIMO,132.31,-.45,131.00,133.20,Information Technology,6.644319981E7
CAPR,29.15,+3.62,28.86,29.08,Health Care,6.621187509E7
PCVX,57.32,+1.15,43.00,70.00,Health Care,6.577806711E7
ACMR,65.35,+.74,63.00,65.39,Information Technology,6.500845415E7
NKTR,73.86,+.68,73.50,74.00,Health Care,6.370216958E7
KALU,127.05,-12.33,127.04,131.73,Materials,6.225226243E7
TERN,39.45,+.10,37.82,39.80,Health Care,6.070182031E7
XPRO,17.78,+1.03,17.84,18.38,Energy,5.805791725E7
UCTT,57.48,+2.59,57.06,57.90,Information Technology,5.798336939E7
BORR,5.99,+.21,5.98,6.02,Energy,5.37565149E7
LPTH,13.60,+2.36,13.45,13.57,Information Technology,5.314336098E7
PACS,38.63,-.34,37.88,39.90,Health Care,5.181254676E7
ATEX,34.44,+1.56,33.00,35.95,Communication Services,5.129004423E7
UMAC,14.46,+1.06,14.50,14.60,Information Technology,4.769795125E7
ARRY,10.93,-.77,10.93,11.10,Industrials,4.64237791E7
PUMP,11.50,+.24,11.45,11.93,Energy,4.597193819E7
TYRA,31.33,+1.93,27.20,31.80,Health Care,4.573960757E7
VSAT,45.84,-.13,45.50,45.98,Information Technology,4.547575945E7
USAS,7.75,+.25,7.67,7.75,Materials,4.453697912E7
CRVS,17.53,-.56,17.33,18.00,Health Care,4.388375374E7
AUGO,70.56,+1.79,66.00,71.12,Materials,4.347539089E7
ERAS,12.39,-.27,12.17,12.50,Health Care,4.233760596E7
NESR,24.20,-.47,23.73,25.50,Energy,4.064981482E7
SHLS,10.19,-.54,10.20,10.23,Industrials,4.022031537E7
ALGT,104.18,-5.58,101.86,109.78,Industrials,4.017774598E7
STOK,34.37,+3.39,32.00,34.49,Health Care,3.925426726E7
UAMY,7.70,+.25,7.69,7.73,Materials,3.744429338E7
QURE,24.40,+.97,24.10,24.95,Health Care,3.44818215E7
PPTA,30.15,+.85,29.20,30.15,Materials,3.36794144E7
COHU,30.31,+.50,29.01,31.97,Information Technology,3.366008953E7
ARMN,19.16,0,19.20,19.57,Materials,3.31705999E7
DNTH,49.72,+2.25,45.00,60.00,Health Care,3.290467055E7
PLAB,37.25,-.30,36.50,38.00,Information Technology,3.242411399E7
ATOM,6.66,+1.18,6.38,6.39,Information Technology,3.23147274E7
DNLI,20.24,+1.01,18.61,20.64,Health Care,3.219764606E7
CNTA,24.96,-.08,22.00,25.45,Health Care,3.171591543E7
ESTA,75.87,-.36,67.00,78.01,Health Care,3.097833302E7
ORLA,17.65,+.62,17.00,17.89,Materials,3.079354827E7
MRCY,89.86,+3.20,87.00,92.95,Industrials,3.054217224E7
SYRE,37.81,+1.21,35.22,37.81,Health Care,2.998593303E7
BLTE,179.77,+5.86,167.00,179.97,Health Care,2.97723944E7
SGML,13.61,+.16,13.45,13.68,Materials,2.957548901E7
ICHR,47.84,0,47.69,48.98,Information Technology,2.897140847E7
EWTX,29.51,-.64,28.30,30.85,Health Care,2.829621138E7
CGAU,18.98,+.24,19.35,19.45,Materials,2.742073146E7
BH/A,2100.00,+26.98,1600.00,3320.00,Consumer Discretionary,2.718363687E7
ELVN,26.16,-.21,24.50,27.00,Health Care,2.69205835E7
WTTR,14.22,-.19,13.14,13.25,Energy,2.657745827E7
DIOD,67.24,-.60,65.00,84.00,Information Technology,2.584478831E7
NTLA,13.04,+.56,12.94,13.06,Health Care,2.579105405E7
CGEM,13.88,+1.44,13.88,14.00,Health Care,2.198168906E7
DFTX,17.27,-.11,16.77,17.27,Health Care,2.149880167E7
CATX,5.65,+.62,5.55,5.63,Health Care,2.073839861E7
GPRE,13.57,+.20,13.20,13.97,Energy,1.983707478E7
TNGX,12.35,-.06,12.20,12.60,Health Care,1.953172498E7
ANAB,55.46,+.63,52.50,58.00,Health Care,1.90503601E7
SKYT,28.83,+.09,28.68,28.83,Information Technology,1.899907037E7
AEHR,30.27,+1.26,29.67,30.30,Information Technology,1.816125973E7
DAWN,12.07,+.51,12.09,12.89,Health Care,1.57093815E7
ESOA,13.70,-.68,13.00,13.94,Energy,1.396356246E7
SNSE,27.22,+.97,26.63,26.97,Health Care,1.373381033E7
MAZE,45.04,-.04,41.20,46.00,Health Care,1.315596468E7
FULC,11.73,+.79,11.80,12.14,Health Care,1.308240136E7
KALV,15.89,+.44,15.55,16.22,Health Care,1.298000592E7
ORKA,32.42,+.15,32.25,33.10,Health Care,1.275621411E7
ISSC,24.16,+.64,24.20,24.43,Industrials,1.259477781E7
SEPN,27.08,-1.22,25.82,31.40,Health Care,1.243274926E7
BIOA,20.14,+.55,19.14,20.63,Health Care,1.240928504E7
WOLF,19.06,-.53,19.00,19.42,Information Technology,1.23612609E7
EPRX,8.12,-.04,8.22,8.70,Health Care,1.149783875E7
GLTO,30.46,-.04,29.60,32.30,Health Care,1.042719043E7
AMLX,14.02,-.08,11.92,14.10,Health Care,1.030763219E7
RAPP,29.99,+.79,25.90,36.82,Health Care,1.021385743E7
AMRC,33.95,+1.02,32.40,33.98,Industrials,loading
