Watchlist '3month'

3month
Symbol,Last,Net Chng,Bid,Ask,Sector,Dollar_Volume
SMTC,90.17,-6.13,91.50,96.19,Information Technology,1.7005770069E8
VICR,201.97,-7.22,190.00,204.70,Industrials,1.6041753625E8
CENX,52.92,+1.565,52.70,52.97,Materials,1.5535667509E8
ENPH,43.20,-1.51,43.00,43.10,Information Technology,1.5356038963E8
FORM,92.78,-6.92,92.00,97.50,Information Technology,1.4777809981E8
VSCO,62.12,+.94,60.91,64.41,Consumer Discretionary,1.4773235246E8
AEHR,41.64,-2.39,41.65,41.99,Information Technology,1.4755397732E8
PRAX,318.22,-12.37,305.00,335.00,Health Care,1.4131149466E8
ONTO,207.50,-10.55,205.00,225.00,Information Technology,1.1783365782E8
POET,7.04,+.13,6.90,6.96,Information Technology,1.1693588523E8
NTLA,13.605,-1.835,13.61,13.62,Health Care,1.1664455232E8
UAMY,9.59,-1.06,9.65,9.66,Materials,1.1457158638E8
CAMT,162.61,-8.86,161.11,168.00,Information Technology,1.1244565776E8
SIMO,119.43,-9.76,118.45,125.43,Information Technology,1.0227950692E8
POWL,511.12,-21.38,506.00,515.80,Industrials,1.0064911829E8
IPGP,131.67,-3.47,131.68,135.00,Information Technology,9.845193617E7
WRBY,27.48,+1.19,27.26,28.02,Consumer Discretionary,9.829991804E7
SSRM,28.93,-3.01,29.08,29.41,Materials,9.703591883E7
MYRG,269.72,-3.82,190.00,295.00,Industrials,9.01881963E7
PCVX,59.82,-2.16,55.61,60.52,Health Care,8.891934357E7
FIGS,16.95,-.17,16.55,17.10,Consumer Discretionary,8.779396493E7
BNAI,42.67,+5.98,41.75,41.92,Information Technology,8.762922726E7
LBRT,27.83,-.65,27.30,28.40,Energy,8.687920432E7
TERN,41.51,-.52,41.64,42.32,Health Care,8.400654874E7
RELY,17.58,+.65,17.05,17.55,Financials,8.209419187E7
IRDM,24.00,-.77,23.69,24.07,Communication Services,8.15768855E7
INDO,5.25,-1.49,5.30,5.34,Energy,7.847681401E7
AUGO,84.21,-3.91,82.55,88.00,Materials,7.751462128E7
ACHC,22.99,-.45,22.23,22.89,Health Care,7.669785822E7
DIOD,66.79,-5.31,65.90,75.20,Information Technology,7.281386522E7
MRCY,89.43,-1.58,80.00,98.62,Industrials,7.038834462E7
CGON,60.55,+2.79,49.00,61.95,Health Care,6.856106572E7
KYMR,86.35,-3.75,84.50,90.10,Health Care,6.817731258E7
PPTA,34.31,-2.91,33.90,34.50,Materials,6.735602136E7
ATRO,75.68,-5.67,75.50,76.85,Industrials,6.519607992E7
ROAD,135.25,-1.41,123.00,136.11,Industrials,6.101540443E7
DNTH,55.39,+.13,45.00,65.00,Health Care,5.99633704E7
USAS,9.05,-.98,8.99,9.02,Materials,5.798059024E7
VSAT,45.82,-1.42,44.07,45.80,Information Technology,5.761898448E7
KLIC,66.22,-4.05,64.00,66.20,Information Technology,5.613976987E7
BORR,5.80,-.33,5.80,5.85,Energy,4.9796188E7
NVAX,9.49,-.62,9.48,9.50,Health Care,4.728995601E7
DFTX,17.69,+.51,17.00,17.95,Health Care,4.652311013E7
ORLA,20.08,-1.62,19.80,20.40,Materials,4.628336701E7
PVLA,131.51,-1.10,124.20,141.00,Health Care,4.189693593E7
CGAU,19.52,-1.13,19.20,20.00,Materials,4.155007635E7
LPTH,11.98,-.03,11.84,12.42,Information Technology,4.076328044E7
PUMP,12.32,-.27,12.00,12.93,Energy,3.955415115E7
ERAS,14.10,-.43,13.90,14.46,Health Care,3.878127088E7
ARIS,20.44,-2.01,20.39,20.44,Materials,3.820076678E7
SYRE,40.07,-2.42,38.00,41.50,Health Care,3.737600437E7
TWST,46.65,+.76,42.50,47.00,Health Care,3.693608604E7
EYPT,18.32,-.02,16.00,18.39,Health Care,3.524280391E7
TYRA,33.01,+.49,32.61,51.00,Health Care,3.353924784E7
ALMS,28.15,-1.57,28.16,29.99,Health Care,2.754522598E7
TROX,6.95,-.44,6.90,6.95,Materials,2.726793525E7
RLAY,9.85,+.06,9.26,10.49,Health Care,2.683924546E7
GPRE,14.67,+.73,13.95,15.00,Energy,2.663851274E7
LION,9.08,-.32,9.08,9.33,Communication Services,2.663706528E7
ICHR,45.49,-3.09,43.87,46.00,Information Technology,2.611910647E7
WTTR,13.46,-.19,13.30,13.45,Energy,2.502950939E7
LWLG,5.25,+.20,5.29,5.33,Information Technology,2.427003763E7
LINC,37.02,+.19,35.43,40.98,Consumer Discretionary,2.212222028E7
KALU,132.58,-2.38,124.11,144.03,Materials,2.196688949E7
ALMU,19.28,+.04,18.66,19.50,Information Technology,2.191443998E7
ISSC,27.97,+.39,26.60,28.00,Industrials,2.000236897E7
LRMR,5.51,+.28,5.49,5.53,Health Care,1.906406979E7
ELVN,28.75,-.75,28.00,29.40,Health Care,1.900550888E7
CRVS,17.53,-.36,17.53,19.00,Health Care,1.697165021E7
XPRO,16.87,-.58,12.00,19.00,Energy,1.592501791E7
KPTI,9.13,-.46,9.00,9.56,Health Care,1.589595106E7
COHU,29.55,-1.60,28.82,31.40,Information Technology,1.56419847E7
SNCY,18.79,-.22,17.09,18.79,Industrials,1.492769771E7
EFXT,22.23,-1.12,21.50,24.35,Energy,1.48852312E7
MLTX,17.69,+.01,17.20,17.60,Health Care,1.454769684E7
CGEM,15.73,-.26,14.25,16.95,Health Care,1.39674019E7
VNDA,7.84,-.33,7.86,8.01,Health Care,1.391624012E7
NEXA,12.65,-2.01,12.90,14.00,Materials,1.329320493E7
RYAM,9.37,-.19,8.94,9.35,Materials,1.316693208E7
ADTN,9.88,-.08,9.60,10.74,Information Technology,1.300026639E7
ANAB,52.83,-2.08,55.00,57.33,Health Care,1.28892332E7
MITK,14.85,+.10,14.40,14.85,Information Technology,1.257796523E7
KRUS,69.30,-1.89,56.00,72.37,Consumer Discretionary,1.22592937E7
GILT,16.90,-.42,16.50,17.35,Information Technology,1.181737821E7
ATEX,36.55,-.65,36.00,38.19,Communication Services,1.167276135E7
DXPE,140.47,-3.27,134.80,224.73,Industrials,1.069842893E7
PDFS,32.75,-1.25,23.52,35.00,Information Technology,1.028426428E7
FLOC,22.98,-.58,21.00,25.70,Energy,1.025319414E7
