Watchlist '6month '

6month 
Symbol,Last,Net Chng,Bid,Ask,Sector,Dollar_Volume
PPTA,34.31,-2.91,33.90,34.50,Materials,6.735602136E7
ATRO,75.68,-5.67,75.50,76.85,Industrials,6.519607992E7
DNTH,55.39,+.13,45.00,65.00,Health Care,5.99633704E7
USAS,9.05,-.98,8.99,9.02,Materials,5.798059024E7
VSAT,45.82,-1.42,44.07,45.80,Information Technology,5.761898448E7
KLIC,66.22,-4.05,64.00,66.20,Information Technology,5.613976987E7
TNDM,23.74,-1.49,23.75,24.87,Health Care,5.186867964E7
BORR,5.80,-.33,5.80,5.85,Energy,4.9796188E7
NVAX,9.49,-.62,9.48,9.50,Health Care,4.728995601E7
DFTX,17.69,+.51,17.00,17.95,Health Care,4.652311013E7
ORLA,20.08,-1.62,19.80,20.40,Materials,4.628336701E7
PVLA,131.51,-1.10,124.20,141.00,Health Care,4.189693593E7
CGAU,19.52,-1.13,19.20,20.00,Materials,4.155007635E7
LPTH,11.98,-.03,11.84,12.42,Information Technology,4.076328044E7
PUMP,12.32,-.27,12.00,12.93,Energy,3.955415115E7
ERAS,14.10,-.43,13.90,14.46,Health Care,3.878127088E7
ARIS,20.44,-2.01,20.39,20.44,Materials,3.820076678E7
SYRE,40.07,-2.42,38.00,41.50,Health Care,3.737600437E7
TWST,46.65,+.76,42.50,47.00,Health Care,3.693608604E7
CLDX,28.94,-1.06,27.00,28.94,Health Care,3.681140194E7
WOLF,20.85,-.36,20.81,20.96,Information Technology,3.611314313E7
EYPT,18.32,-.02,16.00,18.39,Health Care,3.524280391E7
TNGX,11.50,-.03,11.00,11.94,Health Care,3.518701342E7
TYRA,33.01,+.49,32.61,51.00,Health Care,3.353924784E7
TARS,76.55,-.88,75.00,79.25,Health Care,3.197242567E7
RCUS,22.43,-1.51,22.00,22.41,Health Care,2.968814737E7
ALMS,28.15,-1.57,28.16,29.99,Health Care,2.754522598E7
DNLI,20.02,-.98,19.50,21.00,Health Care,2.7469873E7
TROX,6.95,-.44,6.90,6.95,Materials,2.726793525E7
RLAY,9.85,+.06,9.26,10.49,Health Care,2.683924546E7
GPRE,14.67,+.73,13.95,15.00,Energy,2.663851274E7
LION,9.08,-.32,9.08,9.33,Communication Services,2.663706528E7
ICHR,45.49,-3.09,43.87,46.00,Information Technology,2.611910647E7
SNDX,21.40,-.74,21.50,21.75,Health Care,2.540679815E7
ORIC,13.51,-.37,13.00,13.70,Health Care,2.504483573E7
LWLG,5.25,+.20,5.29,5.33,Information Technology,2.427003763E7
STOK,33.78,-2.91,33.50,39.37,Health Care,2.271554382E7
EWTX,28.81,-.89,28.25,32.00,Health Care,2.227815966E7
LINC,37.02,+.19,35.43,40.98,Consumer Discretionary,2.212222028E7
KALU,132.58,-2.38,124.11,144.03,Materials,2.196688949E7
ISSC,27.97,+.39,26.60,28.00,Industrials,2.000236897E7
AMLX,14.11,-1.19,14.10,15.90,Health Care,1.957636276E7
LRMR,5.51,+.28,5.49,5.53,Health Care,1.906406979E7
ELVN,28.75,-.75,28.00,29.40,Health Care,1.900550888E7
TRVI,12.26,-.31,11.55,13.11,Health Care,1.721096645E7
CRVS,17.53,-.36,17.53,19.00,Health Care,1.697165021E7
XPRO,16.87,-.58,12.00,19.00,Energy,1.592501791E7
KPTI,9.13,-.46,9.00,9.56,Health Care,1.589595106E7
COHU,29.55,-1.60,28.82,31.40,Information Technology,1.56419847E7
SNCY,18.79,-.22,17.09,18.79,Industrials,1.492769771E7
EFXT,22.23,-1.12,21.50,24.35,Energy,1.48852312E7
CGEM,15.73,-.26,14.25,16.95,Health Care,1.39674019E7
VNDA,7.84,-.33,7.86,8.01,Health Care,1.391624012E7
NEXA,12.65,-2.01,12.90,14.00,Materials,1.329320493E7
VSTS,7.62,-.24,7.40,7.84,Industrials,1.320653152E7
RYAM,9.37,-.19,8.94,9.35,Materials,1.316693208E7
ANAB,52.83,-2.08,55.00,57.33,Health Care,1.28892332E7
MAZE,44.18,-1.43,42.20,48.60,Health Care,1.281131122E7
MITK,14.85,+.10,14.40,14.85,Information Technology,1.257796523E7
GILT,16.90,-.42,16.50,17.35,Information Technology,1.181756411E7
ATEX,36.55,-.65,36.00,38.19,Communication Services,1.167276135E7
FLOC,22.98,-.58,21.00,25.70,Energy,1.025319414E7
BCAX,17.92,+.33,16.25,18.48,Health Care,1.012713735E7
WTTR,13.46,-.19,13.30,13.45,Energy,loading
VECO,32.47,-.21,32.40,33.40,Information Technology,loading
TMDX,148.00,+1.00,146.53,147.50,Health Care,loading
PDFS,32.75,-1.25,23.52,35.00,Information Technology,loading
MLAB,91.36,-1.88,36.73,125.00,Health Care,loading
